Category Size,Date,ItemSold,Ite M Category,Item Size (group) 1,Name
A-MN_.375X96X288,4/1/2022,45,A-MN,.375X96X288,22-Apr
A-MN_.375X96X288,5/1/2022,0,A-MN,.375X96X288,22-May
A-MN_.375X96X288,6/1/2022,0,A-MN,.375X96X288,22-Jun
A-MN_.375X96X288,7/1/2022,63,A-MN,.375X96X288,22-Jul
A-MN_.375X96X288,8/1/2022,37,A-MN,.375X96X288,22-Aug
A-MN_.375X96X288,9/1/2022,1,A-MN,.375X96X288,22-Sep
A-MN_.375X96X288,10/1/2022,0,A-MN,.375X96X288,22-Oct
A-MN_.375X96X288,11/1/2022,6,A-MN,.375X96X288,22-Nov
A-MN_.375X96X288,12/1/2022,11,A-MN,.375X96X288,22-Dec
A-MN_.375X96X288,1/1/2023,44,A-MN,.375X96X288,23-Jan
A-MN_.375X96X288,2/1/2023,41,A-MN,.375X96X288,23-Feb
A-MN_.375X96X288,3/1/2023,9,A-MN,.375X96X288,23-Mar
A-MN_.375X96X288,4/1/2023,13,A-MN,.375X96X288,23-Apr
A-MN_.375X96X288,5/1/2023,0,A-MN,.375X96X288,23-May
A-MN_.375X96X288,6/1/2023,58,A-MN,.375X96X288,23-Jun
A-MN_.375X96X288,7/1/2023,32,A-MN,.375X96X288,23-Jul
A-MN_.375X96X288,8/1/2023,0,A-MN,.375X96X288,23-Aug
A-MN_.375X96X288,9/1/2023,37,A-MN,.375X96X288,23-Sep
A-MN_.375X96X288,10/1/2023,12,A-MN,.375X96X288,23-Oct
A-MN_.375X96X288,11/1/2023,28,A-MN,.375X96X288,23-Nov
A-MN_.375X96X288,12/1/2023,2,A-MN,.375X96X288,23-Dec
A-MN_.375X96X288,1/1/2024,18,A-MN,.375X96X288,24-Jan
A-MN_.375X96X288,2/1/2024,27,A-MN,.375X96X288,24-Feb
A-MN_.375X96X288,3/1/2024,47,A-MN,.375X96X288,24-Mar
A-MN_.375X96X288,4/1/2024,4,A-MN,.375X96X288,24-Apr
A-MN_.625X96X288,2/1/2019,0,A-MN,.625X96X288,19-Feb
A-MN_.625X96X288,3/1/2019,0,A-MN,.625X96X288,19-Mar
A-MN_.625X96X288,4/1/2019,0,A-MN,.625X96X288,19-Apr
A-MN_.625X96X288,5/1/2019,0,A-MN,.625X96X288,19-May
A-MN_.625X96X288,6/1/2019,0,A-MN,.625X96X288,19-Jun
A-MN_.625X96X288,7/1/2019,0,A-MN,.625X96X288,19-Jul
A-MN_.625X96X288,8/1/2019,0,A-MN,.625X96X288,19-Aug
A-MN_.625X96X288,9/1/2019,0,A-MN,.625X96X288,19-Sep
A-MN_.625X96X288,10/1/2019,0,A-MN,.625X96X288,19-Oct
A-MN_.625X96X288,11/1/2019,0,A-MN,.625X96X288,19-Nov
A-MN_.625X96X288,12/1/2019,0,A-MN,.625X96X288,19-Dec
A-MN_.625X96X288,1/1/2020,0,A-MN,.625X96X288,20-Jan
A-MN_.625X96X288,2/1/2020,0,A-MN,.625X96X288,20-Feb
A-MN_.625X96X288,3/1/2020,0,A-MN,.625X96X288,20-Mar
A-MN_.625X96X288,4/1/2020,0,A-MN,.625X96X288,20-Apr
A-MN_.625X96X288,5/1/2020,0,A-MN,.625X96X288,20-May
A-MN_.625X96X288,6/1/2020,0,A-MN,.625X96X288,20-Jun
A-MN_.625X96X288,7/1/2020,0,A-MN,.625X96X288,20-Jul
A-MN_.625X96X288,8/1/2020,0,A-MN,.625X96X288,20-Aug
A-MN_.625X96X288,9/1/2020,0,A-MN,.625X96X288,20-Sep
A-MN_.625X96X288,10/1/2020,0,A-MN,.625X96X288,20-Oct
A-MN_.625X96X288,11/1/2020,0,A-MN,.625X96X288,20-Nov
A-MN_.625X96X288,12/1/2020,0,A-MN,.625X96X288,20-Dec
A-MN_.625X96X288,1/1/2021,0,A-MN,.625X96X288,21-Jan
A-MN_.625X96X288,2/1/2021,0,A-MN,.625X96X288,21-Feb
A-MN_.625X96X288,3/1/2021,0,A-MN,.625X96X288,21-Mar
A-MN_.625X96X288,4/1/2021,0,A-MN,.625X96X288,21-Apr
A-MN_.625X96X288,5/1/2021,0,A-MN,.625X96X288,21-May
A-MN_.625X96X288,6/1/2021,0,A-MN,.625X96X288,21-Jun
A-MN_.625X96X288,7/1/2021,0,A-MN,.625X96X288,21-Jul
A-MN_.625X96X288,8/1/2021,0,A-MN,.625X96X288,21-Aug
A-MN_.625X96X288,9/1/2021,0,A-MN,.625X96X288,21-Sep
A-MN_.625X96X288,10/1/2021,0,A-MN,.625X96X288,21-Oct
A-MN_.625X96X288,11/1/2021,1,A-MN,.625X96X288,21-Nov
A-MN_.625X96X288,12/1/2021,2,A-MN,.625X96X288,21-Dec
A-MN_.625X96X288,1/1/2022,2,A-MN,.625X96X288,22-Jan
A-MN_.625X96X288,2/1/2022,1,A-MN,.625X96X288,22-Feb
A-MN_.625X96X288,3/1/2022,3,A-MN,.625X96X288,22-Mar
A-MN_.625X96X288,4/1/2022,3,A-MN,.625X96X288,22-Apr
A-MN_.625X96X288,5/1/2022,0,A-MN,.625X96X288,22-May
A-MN_.625X96X288,6/1/2022,0,A-MN,.625X96X288,22-Jun
A-MN_.625X96X288,7/1/2022,0,A-MN,.625X96X288,22-Jul
A-MN_.625X96X288,8/1/2022,0,A-MN,.625X96X288,22-Aug
A-MN_.625X96X288,9/1/2022,0,A-MN,.625X96X288,22-Sep
A-MN_.625X96X288,10/1/2022,0,A-MN,.625X96X288,22-Oct
A-MN_.625X96X288,11/1/2022,1,A-MN,.625X96X288,22-Nov
A-MN_.625X96X288,12/1/2022,1,A-MN,.625X96X288,22-Dec
A-MN_.625X96X288,1/1/2023,1,A-MN,.625X96X288,23-Jan
A-MN_.625X96X288,2/1/2023,0,A-MN,.625X96X288,23-Feb
A-MN_.625X96X288,3/1/2023,5,A-MN,.625X96X288,23-Mar
A-MN_.625X96X288,4/1/2023,2,A-MN,.625X96X288,23-Apr
A-MN_.625X96X288,5/1/2023,5,A-MN,.625X96X288,23-May
A-MN_.625X96X288,6/1/2023,2,A-MN,.625X96X288,23-Jun
A-MN_.625X96X288,7/1/2023,1,A-MN,.625X96X288,23-Jul
A-MN_.625X96X288,8/1/2023,0,A-MN,.625X96X288,23-Aug
A-MN_.625X96X288,9/1/2023,0,A-MN,.625X96X288,23-Sep
A-MN_.625X96X288,10/1/2023,2,A-MN,.625X96X288,23-Oct
A-MN_.625X96X288,11/1/2023,0,A-MN,.625X96X288,23-Nov
A-MN_.625X96X288,12/1/2023,0,A-MN,.625X96X288,23-Dec
A-MN_.625X96X288,1/1/2024,1,A-MN,.625X96X288,24-Jan
A-MN_.625X96X288,2/1/2024,0,A-MN,.625X96X288,24-Feb
A-MN_.625X96X288,3/1/2024,1,A-MN,.625X96X288,24-Mar
A-MN_.625X96X288,4/1/2024,1,A-MN,.625X96X288,24-Apr
A-MN_.3125X96X288,2/1/2019,0,A-MN,.3125X96X288,19-Feb
A-MN_.3125X96X288,3/1/2019,3,A-MN,.3125X96X288,19-Mar
A-MN_.3125X96X288,4/1/2019,5,A-MN,.3125X96X288,19-Apr
A-MN_.3125X96X288,5/1/2019,37,A-MN,.3125X96X288,19-May
A-MN_.3125X96X288,6/1/2019,0,A-MN,.3125X96X288,19-Jun
A-MN_.3125X96X288,7/1/2019,0,A-MN,.3125X96X288,19-Jul
A-MN_.3125X96X288,8/1/2019,15,A-MN,.3125X96X288,19-Aug
A-MN_.3125X96X288,9/1/2019,0,A-MN,.3125X96X288,19-Sep
A-MN_.3125X96X288,10/1/2019,15,A-MN,.3125X96X288,19-Oct
A-MN_.3125X96X288,11/1/2019,10,A-MN,.3125X96X288,19-Nov
A-MN_.3125X96X288,12/1/2019,11,A-MN,.3125X96X288,19-Dec
A-MN_.3125X96X288,1/1/2020,9,A-MN,.3125X96X288,20-Jan
A-MN_.3125X96X288,2/1/2020,12,A-MN,.3125X96X288,20-Feb
A-MN_.3125X96X288,3/1/2020,1,A-MN,.3125X96X288,20-Mar
A-MN_.3125X96X288,4/1/2020,25,A-MN,.3125X96X288,20-Apr
A-MN_.3125X96X288,5/1/2020,15,A-MN,.3125X96X288,20-May
A-MN_.3125X96X288,6/1/2020,2,A-MN,.3125X96X288,20-Jun
A-MN_.3125X96X288,7/1/2020,0,A-MN,.3125X96X288,20-Jul
A-MN_.3125X96X288,8/1/2020,17,A-MN,.3125X96X288,20-Aug
A-MN_.3125X96X288,9/1/2020,8,A-MN,.3125X96X288,20-Sep
A-MN_.3125X96X288,10/1/2020,16,A-MN,.3125X96X288,20-Oct
A-MN_.3125X96X288,11/1/2020,6,A-MN,.3125X96X288,20-Nov
A-MN_.3125X96X288,12/1/2020,1,A-MN,.3125X96X288,20-Dec
A-MN_.3125X96X288,1/1/2021,0,A-MN,.3125X96X288,21-Jan
A-MN_.3125X96X288,2/1/2021,11,A-MN,.3125X96X288,21-Feb
A-MN_.3125X96X288,3/1/2021,3,A-MN,.3125X96X288,21-Mar
A-MN_.3125X96X288,4/1/2021,16,A-MN,.3125X96X288,21-Apr
A-MN_.3125X96X288,5/1/2021,6,A-MN,.3125X96X288,21-May
A-MN_.3125X96X288,6/1/2021,16,A-MN,.3125X96X288,21-Jun
A-MN_.3125X96X288,7/1/2021,23,A-MN,.3125X96X288,21-Jul
A-MN_.3125X96X288,8/1/2021,1,A-MN,.3125X96X288,21-Aug
A-MN_.3125X96X288,9/1/2021,0,A-MN,.3125X96X288,21-Sep
A-MN_.3125X96X288,10/1/2021,12,A-MN,.3125X96X288,21-Oct
A-MN_.3125X96X288,11/1/2021,0,A-MN,.3125X96X288,21-Nov
A-MN_.3125X96X288,12/1/2021,0,A-MN,.3125X96X288,21-Dec
A-MN_.3125X96X288,1/1/2022,0,A-MN,.3125X96X288,22-Jan
A-MN_.3125X96X288,2/1/2022,0,A-MN,.3125X96X288,22-Feb
A-MN_.3125X96X288,3/1/2022,0,A-MN,.3125X96X288,22-Mar
A-MN_.3125X96X288,4/1/2022,0,A-MN,.3125X96X288,22-Apr
A-MN_.3125X96X288,5/1/2022,0,A-MN,.3125X96X288,22-May
A-MN_.3125X96X288,6/1/2022,0,A-MN,.3125X96X288,22-Jun
A-MN_.3125X96X288,7/1/2022,0,A-MN,.3125X96X288,22-Jul
A-MN_.3125X96X288,8/1/2022,0,A-MN,.3125X96X288,22-Aug
A-MN_.3125X96X288,9/1/2022,1,A-MN,.3125X96X288,22-Sep
A-MN_.3125X96X288,10/1/2022,0,A-MN,.3125X96X288,22-Oct
A-MN_.3125X96X288,11/1/2022,9,A-MN,.3125X96X288,22-Nov
A-MN_.3125X96X288,12/1/2022,19,A-MN,.3125X96X288,22-Dec
A-MN_.3125X96X288,1/1/2023,4,A-MN,.3125X96X288,23-Jan
A-MN_.3125X96X288,2/1/2023,9,A-MN,.3125X96X288,23-Feb
A-MN_.3125X96X288,3/1/2023,0,A-MN,.3125X96X288,23-Mar
A-MN_.3125X96X288,4/1/2023,2,A-MN,.3125X96X288,23-Apr
A-MN_.3125X96X288,5/1/2023,0,A-MN,.3125X96X288,23-May
A-MN_.3125X96X288,6/1/2023,43,A-MN,.3125X96X288,23-Jun
A-MN_.3125X96X288,7/1/2023,7,A-MN,.3125X96X288,23-Jul
A-MN_.3125X96X288,8/1/2023,0,A-MN,.3125X96X288,23-Aug
A-MN_.3125X96X288,9/1/2023,11,A-MN,.3125X96X288,23-Sep
A-MN_.3125X96X288,10/1/2023,16,A-MN,.3125X96X288,23-Oct
A-MN_.3125X96X288,11/1/2023,14,A-MN,.3125X96X288,23-Nov
A-MN_.3125X96X288,12/1/2023,3,A-MN,.3125X96X288,23-Dec
A-MN_.3125X96X288,1/1/2024,2,A-MN,.3125X96X288,24-Jan
A-MN_.3125X96X288,2/1/2024,5,A-MN,.3125X96X288,24-Feb
A-MN_.3125X96X288,3/1/2024,9,A-MN,.3125X96X288,24-Mar
A-MN_.3125X96X288,4/1/2024,11,A-MN,.3125X96X288,24-Apr
AR 400F_1.5X96X288,2/1/2019,0,AR 400F,1.5X96X288,19-Feb
AR 400F_1.5X96X288,3/1/2019,0,AR 400F,1.5X96X288,19-Mar
AR 400F_1.5X96X288,4/1/2019,7,AR 400F,1.5X96X288,19-Apr
AR 400F_1.5X96X288,5/1/2019,2,AR 400F,1.5X96X288,19-May
AR 400F_1.5X96X288,6/1/2019,3,AR 400F,1.5X96X288,19-Jun
AR 400F_1.5X96X288,7/1/2019,1,AR 400F,1.5X96X288,19-Jul
AR 400F_1.5X96X288,8/1/2019,3,AR 400F,1.5X96X288,19-Aug
AR 400F_1.5X96X288,9/1/2019,5,AR 400F,1.5X96X288,19-Sep
AR 400F_1.5X96X288,10/1/2019,2,AR 400F,1.5X96X288,19-Oct
AR 400F_1.5X96X288,11/1/2019,3,AR 400F,1.5X96X288,19-Nov
AR 400F_1.5X96X288,12/1/2019,1,AR 400F,1.5X96X288,19-Dec
AR 400F_1.5X96X288,1/1/2020,7,AR 400F,1.5X96X288,20-Jan
AR 400F_1.5X96X288,2/1/2020,1,AR 400F,1.5X96X288,20-Feb
AR 400F_1.5X96X288,3/1/2020,18,AR 400F,1.5X96X288,20-Mar
AR 400F_1.5X96X288,4/1/2020,0,AR 400F,1.5X96X288,20-Apr
AR 400F_1.5X96X288,5/1/2020,4,AR 400F,1.5X96X288,20-May
AR 400F_1.5X96X288,6/1/2020,2,AR 400F,1.5X96X288,20-Jun
AR 400F_1.5X96X288,7/1/2020,2,AR 400F,1.5X96X288,20-Jul
AR 400F_1.5X96X288,8/1/2020,3,AR 400F,1.5X96X288,20-Aug
AR 400F_1.5X96X288,9/1/2020,7,AR 400F,1.5X96X288,20-Sep
AR 400F_1.5X96X288,10/1/2020,2,AR 400F,1.5X96X288,20-Oct
AR 400F_1.5X96X288,11/1/2020,5,AR 400F,1.5X96X288,20-Nov
AR 400F_1.5X96X288,12/1/2020,4,AR 400F,1.5X96X288,20-Dec
AR 400F_1.5X96X288,1/1/2021,4,AR 400F,1.5X96X288,21-Jan
AR 400F_1.5X96X288,2/1/2021,1,AR 400F,1.5X96X288,21-Feb
AR 400F_1.5X96X288,3/1/2021,4,AR 400F,1.5X96X288,21-Mar
AR 400F_1.5X96X288,4/1/2021,0,AR 400F,1.5X96X288,21-Apr
AR 400F_1.5X96X288,5/1/2021,5,AR 400F,1.5X96X288,21-May
AR 400F_1.5X96X288,6/1/2021,6,AR 400F,1.5X96X288,21-Jun
AR 400F_1.5X96X288,7/1/2021,8,AR 400F,1.5X96X288,21-Jul
AR 400F_1.5X96X288,8/1/2021,10,AR 400F,1.5X96X288,21-Aug
AR 400F_1.5X96X288,9/1/2021,2,AR 400F,1.5X96X288,21-Sep
AR 400F_1.5X96X288,10/1/2021,3,AR 400F,1.5X96X288,21-Oct
AR 400F_1.5X96X288,11/1/2021,0,AR 400F,1.5X96X288,21-Nov
AR 400F_1.5X96X288,12/1/2021,1,AR 400F,1.5X96X288,21-Dec
AR 400F_1.5X96X288,1/1/2022,7,AR 400F,1.5X96X288,22-Jan
AR 400F_1.5X96X288,2/1/2022,13,AR 400F,1.5X96X288,22-Feb
AR 400F_1.5X96X288,3/1/2022,4,AR 400F,1.5X96X288,22-Mar
AR 400F_1.5X96X288,4/1/2022,10,AR 400F,1.5X96X288,22-Apr
AR 400F_1.5X96X288,5/1/2022,6,AR 400F,1.5X96X288,22-May
AR 400F_1.5X96X288,6/1/2022,0,AR 400F,1.5X96X288,22-Jun
AR 400F_1.5X96X288,7/1/2022,17,AR 400F,1.5X96X288,22-Jul
AR 400F_1.5X96X288,8/1/2022,0,AR 400F,1.5X96X288,22-Aug
AR 400F_1.5X96X288,9/1/2022,0,AR 400F,1.5X96X288,22-Sep
AR 400F_1.5X96X288,10/1/2022,0,AR 400F,1.5X96X288,22-Oct
AR 400F_1.5X96X288,11/1/2022,3,AR 400F,1.5X96X288,22-Nov
AR 400F_1.5X96X288,12/1/2022,6,AR 400F,1.5X96X288,22-Dec
AR 400F_1.5X96X288,1/1/2023,3,AR 400F,1.5X96X288,23-Jan
AR 400F_1.5X96X288,2/1/2023,11,AR 400F,1.5X96X288,23-Feb
AR 400F_1.5X96X288,3/1/2023,9,AR 400F,1.5X96X288,23-Mar
AR 400F_1.5X96X288,4/1/2023,4,AR 400F,1.5X96X288,23-Apr
AR 400F_1.5X96X288,5/1/2023,1,AR 400F,1.5X96X288,23-May
AR 400F_1.5X96X288,6/1/2023,1,AR 400F,1.5X96X288,23-Jun
AR 400F_1.5X96X288,7/1/2023,0,AR 400F,1.5X96X288,23-Jul
AR 400F_1.5X96X288,8/1/2023,4,AR 400F,1.5X96X288,23-Aug
AR 400F_1.5X96X288,9/1/2023,3,AR 400F,1.5X96X288,23-Sep
AR 400F_1.5X96X288,10/1/2023,4,AR 400F,1.5X96X288,23-Oct
AR 400F_1.5X96X288,11/1/2023,1,AR 400F,1.5X96X288,23-Nov
AR 400F_1.5X96X288,12/1/2023,3,AR 400F,1.5X96X288,23-Dec
AR 400F_1.5X96X288,1/1/2024,3,AR 400F,1.5X96X288,24-Jan
AR 400F_1.5X96X288,2/1/2024,3,AR 400F,1.5X96X288,24-Feb
AR 400F_1.5X96X288,3/1/2024,5,AR 400F,1.5X96X288,24-Mar
AR 400F_1.5X96X288,4/1/2024,1,AR 400F,1.5X96X288,24-Apr
AR 400F_1.25X96X288,2/1/2019,7,AR 400F,1.25X96X288,19-Feb
AR 400F_1.25X96X288,3/1/2019,2,AR 400F,1.25X96X288,19-Mar
AR 400F_1.25X96X288,4/1/2019,6,AR 400F,1.25X96X288,19-Apr
AR 400F_1.25X96X288,5/1/2019,3,AR 400F,1.25X96X288,19-May
AR 400F_1.25X96X288,6/1/2019,2,AR 400F,1.25X96X288,19-Jun
AR 400F_1.25X96X288,7/1/2019,6,AR 400F,1.25X96X288,19-Jul
AR 400F_1.25X96X288,8/1/2019,4,AR 400F,1.25X96X288,19-Aug
AR 400F_1.25X96X288,9/1/2019,4,AR 400F,1.25X96X288,19-Sep
AR 400F_1.25X96X288,10/1/2019,5,AR 400F,1.25X96X288,19-Oct
AR 400F_1.25X96X288,11/1/2019,2,AR 400F,1.25X96X288,19-Nov
AR 400F_1.25X96X288,12/1/2019,8,AR 400F,1.25X96X288,19-Dec
AR 400F_1.25X96X288,1/1/2020,3,AR 400F,1.25X96X288,20-Jan
AR 400F_1.25X96X288,2/1/2020,3,AR 400F,1.25X96X288,20-Feb
AR 400F_1.25X96X288,3/1/2020,3,AR 400F,1.25X96X288,20-Mar
AR 400F_1.25X96X288,4/1/2020,1,AR 400F,1.25X96X288,20-Apr
AR 400F_1.25X96X288,5/1/2020,4,AR 400F,1.25X96X288,20-May
AR 400F_1.25X96X288,6/1/2020,8,AR 400F,1.25X96X288,20-Jun
AR 400F_1.25X96X288,7/1/2020,0,AR 400F,1.25X96X288,20-Jul
AR 400F_1.25X96X288,8/1/2020,7,AR 400F,1.25X96X288,20-Aug
AR 400F_1.25X96X288,9/1/2020,6,AR 400F,1.25X96X288,20-Sep
AR 400F_1.25X96X288,10/1/2020,1,AR 400F,1.25X96X288,20-Oct
AR 400F_1.25X96X288,11/1/2020,6,AR 400F,1.25X96X288,20-Nov
AR 400F_1.25X96X288,12/1/2020,4,AR 400F,1.25X96X288,20-Dec
AR 400F_1.25X96X288,1/1/2021,8,AR 400F,1.25X96X288,21-Jan
AR 400F_1.25X96X288,2/1/2021,0,AR 400F,1.25X96X288,21-Feb
AR 400F_1.25X96X288,3/1/2021,5,AR 400F,1.25X96X288,21-Mar
AR 400F_1.25X96X288,4/1/2021,5,AR 400F,1.25X96X288,21-Apr
AR 400F_1.25X96X288,5/1/2021,2,AR 400F,1.25X96X288,21-May
AR 400F_1.25X96X288,6/1/2021,12,AR 400F,1.25X96X288,21-Jun
AR 400F_1.25X96X288,7/1/2021,27,AR 400F,1.25X96X288,21-Jul
AR 400F_1.25X96X288,8/1/2021,3,AR 400F,1.25X96X288,21-Aug
AR 400F_1.25X96X288,9/1/2021,6,AR 400F,1.25X96X288,21-Sep
AR 400F_1.25X96X288,10/1/2021,0,AR 400F,1.25X96X288,21-Oct
AR 400F_1.25X96X288,11/1/2021,0,AR 400F,1.25X96X288,21-Nov
AR 400F_1.25X96X288,12/1/2021,0,AR 400F,1.25X96X288,21-Dec
AR 400F_1.25X96X288,1/1/2022,0,AR 400F,1.25X96X288,22-Jan
AR 400F_1.25X96X288,2/1/2022,0,AR 400F,1.25X96X288,22-Feb
AR 400F_1.25X96X288,3/1/2022,0,AR 400F,1.25X96X288,22-Mar
AR 400F_1.25X96X288,4/1/2022,0,AR 400F,1.25X96X288,22-Apr
AR 400F_1.25X96X288,5/1/2022,2,AR 400F,1.25X96X288,22-May
AR 400F_1.25X96X288,6/1/2022,1,AR 400F,1.25X96X288,22-Jun
AR 400F_1.25X96X288,7/1/2022,3,AR 400F,1.25X96X288,22-Jul
AR 400F_1.25X96X288,8/1/2022,0,AR 400F,1.25X96X288,22-Aug
AR 400F_1.25X96X288,9/1/2022,0,AR 400F,1.25X96X288,22-Sep
AR 400F_1.25X96X288,10/1/2022,0,AR 400F,1.25X96X288,22-Oct
AR 400F_1.25X96X288,11/1/2022,12,AR 400F,1.25X96X288,22-Nov
AR 400F_1.25X96X288,12/1/2022,1,AR 400F,1.25X96X288,22-Dec
AR 400F_1.25X96X288,1/1/2023,4,AR 400F,1.25X96X288,23-Jan
AR 400F_1.25X96X288,2/1/2023,10,AR 400F,1.25X96X288,23-Feb
AR 400F_1.25X96X288,3/1/2023,4,AR 400F,1.25X96X288,23-Mar
AR 400F_1.25X96X288,4/1/2023,6,AR 400F,1.25X96X288,23-Apr
AR 400F_1.25X96X288,5/1/2023,4,AR 400F,1.25X96X288,23-May
AR 400F_1.25X96X288,6/1/2023,8,AR 400F,1.25X96X288,23-Jun
AR 400F_1.25X96X288,7/1/2023,6,AR 400F,1.25X96X288,23-Jul
AR 400F_1.25X96X288,8/1/2023,5,AR 400F,1.25X96X288,23-Aug
AR 400F_1.25X96X288,9/1/2023,2,AR 400F,1.25X96X288,23-Sep
AR 400F_1.25X96X288,10/1/2023,4,AR 400F,1.25X96X288,23-Oct
AR 400F_1.25X96X288,11/1/2023,2,AR 400F,1.25X96X288,23-Nov
AR 400F_1.25X96X288,12/1/2023,5,AR 400F,1.25X96X288,23-Dec
AR 400F_1.25X96X288,1/1/2024,1,AR 400F,1.25X96X288,24-Jan
AR 400F_1.25X96X288,2/1/2024,4,AR 400F,1.25X96X288,24-Feb
AR 400F_1.25X96X288,3/1/2024,6,AR 400F,1.25X96X288,24-Mar
AR 400F_1.25X96X288,4/1/2024,1,AR 400F,1.25X96X288,24-Apr
AR 400F_1X96X288,2/1/2019,1,AR 400F,1X96X288,19-Feb
AR 400F_1X96X288,3/1/2019,14,AR 400F,1X96X288,19-Mar
AR 400F_1X96X288,4/1/2019,9,AR 400F,1X96X288,19-Apr
AR 400F_1X96X288,5/1/2019,12,AR 400F,1X96X288,19-May
AR 400F_1X96X288,6/1/2019,6,AR 400F,1X96X288,19-Jun
AR 400F_1X96X288,7/1/2019,16,AR 400F,1X96X288,19-Jul
AR 400F_1X96X288,8/1/2019,5,AR 400F,1X96X288,19-Aug
AR 400F_1X96X288,9/1/2019,14,AR 400F,1X96X288,19-Sep
AR 400F_1X96X288,10/1/2019,13,AR 400F,1X96X288,19-Oct
AR 400F_1X96X288,11/1/2019,14,AR 400F,1X96X288,19-Nov
AR 400F_1X96X288,12/1/2019,15,AR 400F,1X96X288,19-Dec
AR 400F_1X96X288,1/1/2020,12,AR 400F,1X96X288,20-Jan
AR 400F_1X96X288,2/1/2020,14,AR 400F,1X96X288,20-Feb
AR 400F_1X96X288,3/1/2020,19,AR 400F,1X96X288,20-Mar
AR 400F_1X96X288,4/1/2020,9,AR 400F,1X96X288,20-Apr
AR 400F_1X96X288,5/1/2020,16,AR 400F,1X96X288,20-May
AR 400F_1X96X288,6/1/2020,20,AR 400F,1X96X288,20-Jun
AR 400F_1X96X288,7/1/2020,9,AR 400F,1X96X288,20-Jul
AR 400F_1X96X288,8/1/2020,9,AR 400F,1X96X288,20-Aug
AR 400F_1X96X288,9/1/2020,14,AR 400F,1X96X288,20-Sep
AR 400F_1X96X288,10/1/2020,12,AR 400F,1X96X288,20-Oct
AR 400F_1X96X288,11/1/2020,16,AR 400F,1X96X288,20-Nov
AR 400F_1X96X288,12/1/2020,23,AR 400F,1X96X288,20-Dec
AR 400F_1X96X288,1/1/2021,21,AR 400F,1X96X288,21-Jan
AR 400F_1X96X288,2/1/2021,11,AR 400F,1X96X288,21-Feb
AR 400F_1X96X288,3/1/2021,10,AR 400F,1X96X288,21-Mar
AR 400F_1X96X288,4/1/2021,10,AR 400F,1X96X288,21-Apr
AR 400F_1X96X288,5/1/2021,16,AR 400F,1X96X288,21-May
AR 400F_1X96X288,6/1/2021,23,AR 400F,1X96X288,21-Jun
AR 400F_1X96X288,7/1/2021,19,AR 400F,1X96X288,21-Jul
AR 400F_1X96X288,8/1/2021,20,AR 400F,1X96X288,21-Aug
AR 400F_1X96X288,9/1/2021,8,AR 400F,1X96X288,21-Sep
AR 400F_1X96X288,10/1/2021,11,AR 400F,1X96X288,21-Oct
AR 400F_1X96X288,11/1/2021,28,AR 400F,1X96X288,21-Nov
AR 400F_1X96X288,12/1/2021,14,AR 400F,1X96X288,21-Dec
AR 400F_1X96X288,1/1/2022,9,AR 400F,1X96X288,22-Jan
AR 400F_1X96X288,2/1/2022,14,AR 400F,1X96X288,22-Feb
AR 400F_1X96X288,3/1/2022,21,AR 400F,1X96X288,22-Mar
AR 400F_1X96X288,4/1/2022,32,AR 400F,1X96X288,22-Apr
AR 400F_1X96X288,5/1/2022,1,AR 400F,1X96X288,22-May
AR 400F_1X96X288,6/1/2022,12,AR 400F,1X96X288,22-Jun
AR 400F_1X96X288,7/1/2022,22,AR 400F,1X96X288,22-Jul
AR 400F_1X96X288,8/1/2022,10,AR 400F,1X96X288,22-Aug
AR 400F_1X96X288,9/1/2022,20,AR 400F,1X96X288,22-Sep
AR 400F_1X96X288,10/1/2022,7,AR 400F,1X96X288,22-Oct
AR 400F_1X96X288,11/1/2022,17,AR 400F,1X96X288,22-Nov
AR 400F_1X96X288,12/1/2022,18,AR 400F,1X96X288,22-Dec
AR 400F_1X96X288,1/1/2023,13,AR 400F,1X96X288,23-Jan
AR 400F_1X96X288,2/1/2023,28,AR 400F,1X96X288,23-Feb
AR 400F_1X96X288,3/1/2023,16,AR 400F,1X96X288,23-Mar
AR 400F_1X96X288,4/1/2023,23,AR 400F,1X96X288,23-Apr
AR 400F_1X96X288,5/1/2023,4,AR 400F,1X96X288,23-May
AR 400F_1X96X288,6/1/2023,17,AR 400F,1X96X288,23-Jun
AR 400F_1X96X288,7/1/2023,13,AR 400F,1X96X288,23-Jul
AR 400F_1X96X288,8/1/2023,19,AR 400F,1X96X288,23-Aug
AR 400F_1X96X288,9/1/2023,13,AR 400F,1X96X288,23-Sep
AR 400F_1X96X288,10/1/2023,19,AR 400F,1X96X288,23-Oct
AR 400F_1X96X288,11/1/2023,15,AR 400F,1X96X288,23-Nov
AR 400F_1X96X288,12/1/2023,5,AR 400F,1X96X288,23-Dec
AR 400F_1X96X288,1/1/2024,27,AR 400F,1X96X288,24-Jan
AR 400F_1X96X288,2/1/2024,23,AR 400F,1X96X288,24-Feb
AR 400F_1X96X288,3/1/2024,21,AR 400F,1X96X288,24-Mar
AR 400F_1X96X288,4/1/2024,17,AR 400F,1X96X288,24-Apr
AR 400F_2X96X288,2/1/2019,1,AR 400F,2X96X288,19-Feb
AR 400F_2X96X288,3/1/2019,4,AR 400F,2X96X288,19-Mar
AR 400F_2X96X288,4/1/2019,1,AR 400F,2X96X288,19-Apr
